event.id,timestamp,location.long,location.lat,DOP,FixType,comments,study.specific.measurement,sensor.type,individual.taxon.canonical.name,tag.local.identifier,individual.local.identifier,study.name,date
2269721520,03:10.0,-122.0861896,55.34541398,7.9,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721617,03:10.0,-122.2506672,55.50110241,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721687,03:10.0,-122.4853209,55.45560487,2.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721731,NA,-122.5212159,55.4464322,4.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721762,03:11.0,-122.1787698,55.25619916,2.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:11.0
2269721800,03:10.0,-122.186436,55.26139968,1.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721817,03:11.0,-122.5010499,55.47725401,1.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:11.0
2269721867,04:06.0,-122.2048929,55.36697503,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,04:06.0
2269721940,03:11.0,-122.1683904,55.32299613,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:11.0
2269721946,03:34.0,-122.2187745,55.368709,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:34.0
2269722004,03:10.0,-122.2067241,55.37717725,1.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269722020,03:54.0,-122.203944,55.37730296,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:54.0
2269722047,03:10.0,-122.2072335,55.37680044,1.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,03:10.0
2269722056,03:10.0,-122.2016288,55.37597139,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,03:10.0
2269722159,05:50.0,-122.2659038,55.5015703,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,05:50.0
2269722220,03:09.0,-122.4473585,55.52057328,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,03:09.0
2269724428,03:03.0,-122.4891714,55.46220045,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724525,03:03.0,-122.4082647,55.40381291,18,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724595,03:34.0,-122.3503946,55.50216529,2.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:34.0
2269724639,03:04.0,-122.1934657,55.43991705,4.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724670,03:05.0,-122.2285466,55.47444832,2.2,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:05.0
2269724708,03:05.0,-122.2370067,55.47710458,1.2,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:05.0
2269724725,03:52.0,-122.3500156,55.44576851,1.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:52.0
2269724775,03:22.0,-122.3070761,55.42346148,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:22.0
2269724848,03:04.0,-122.3099422,55.42273544,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724854,03:05.0,-122.308937,55.42130997,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:05.0
2269724912,03:04.0,-122.2785614,55.39505705,1.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724928,03:05.0,-122.2716317,55.39609341,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:05.0
2269724955,03:03.0,-122.4401906,55.51673165,1.2,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724964,03:33.0,-122.4332818,55.51479669,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:33.0
2269725067,03:03.0,-122.2799848,55.39544375,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269725128,03:03.0,-122.3069234,55.41404685,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269828874,00:47.0,-122.2847393,55.39428279,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:47.0
2269828971,00:26.0,-122.3026524,55.412592,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:26.0
2269829041,00:43.0,-122.4386603,55.51665635,2.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:43.0
2269829085,00:43.0,-122.3812881,55.47589866,4.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:43.0
2269829116,01:24.0,-122.345933,55.54152746,2.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,01:24.0
2269829154,01:42.0,-122.4047412,55.47545781,1.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,01:42.0
2269829171,00:43.0,-122.4079829,55.47977777,1.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:43.0
2269829221,01:18.0,-122.4065333,55.47937537,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,01:18.0
2269829294,00:26.0,-122.4697017,55.42939821,43.1,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:26.0
2269829300,00:43.0,-122.5242455,55.46924112,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car144,BP_car144,Mountain caribou in British Columbia,00:43.0
2269829358,00:41.0,-122.3524079,55.44448721,1.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:41.0
2269829374,00:26.0,-122.3438777,55.4441093,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:26.0
2269829401,00:44.0,-122.3530996,55.44472451,1.2,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:44.0
2269829410,00:48.0,-122.3517189,55.44504968,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:48.0
2269829513,00:44.0,-122.3595241,55.45116529,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:44.0
2269829574,00:43.0,-122.345067,55.44484353,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:43.0
2269830410,00:44.0,-122.4247324,55.49868298,1.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:44.0
2269830507,00:43.0,-122.4397206,55.51670614,1.8,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:43.0
2269830577,00:26.0,-122.3963849,55.5201575,2.6,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:26.0
2269830621,00:42.0,-122.4136926,55.52361124,4.4,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:42.0
2269830652,00:42.0,-122.4266768,55.51956617,2.2,GPS-2D,Burnt Pine,Winter,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:42.0
2269830690,00:42.0,-122.3021708,55.53929121,1.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:42.0
2269830707,00:42.0,-122.2990152,55.54030657,1.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:42.0
2269830757,00:44.0,-122.3017272,55.53928868,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:44.0
2269830830,00:43.0,-122.3009674,55.53923942,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:43.0
2269830836,00:26.0,-122.2995395,55.54022869,1.8,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:26.0
2269830894,01:18.0,-122.3768115,55.45580141,1.6,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,01:18.0
2269830910,01:24.0,-122.3711337,55.45586223,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,01:24.0
2269830937,00:48.0,-122.3751566,55.45845281,1.2,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:48.0
2269830946,00:53.0,-122.3811612,55.46683124,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:53.0
2269831049,00:51.0,-122.4464324,55.46953403,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,00:51.0
2269831110,01:19.0,-122.460044,55.47589391,1.4,GPS-2D,Burnt Pine,Summer,gps,Rangifer tarandus,car145,BP_car145,Mountain caribou in British Columbia,01:19.0
2270198356,01:00.0,-123.3499144,55.85853092,1.4,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198453,01:00.0,-123.3769567,55.86630415,1.8,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198523,02:00.0,-123.3364147,55.8529528,2.6,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,02:00.0
2270198567,01:00.0,-123.2991745,55.88748017,4.4,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198598,01:00.0,-123.3378232,55.8532814,2.2,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198636,01:00.0,-123.3117637,55.89035115,1.2,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198653,01:00.0,-123.3069132,55.88757793,1.6,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198703,03:00.0,-123.6075414,55.90158384,11.8,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,03:00.0
2270198776,02:00.0,-123.593136,55.87569557,1.8,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,02:00.0
2270198782,01:00.0,-123.5730859,55.8697614,1.8,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198840,01:00.0,-123.4795268,55.87806842,1.6,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198856,01:00.0,-123.4564135,55.87392423,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198883,01:00.0,-123.4438355,55.87391631,1.2,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198892,01:00.0,-123.4172607,55.86975924,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270198995,01:00.0,-123.3632842,55.8548981,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270199056,01:00.0,-123.3607684,55.86956937,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car168,SC_car168,Mountain caribou in British Columbia,01:00.0
2270202240,01:00.0,-123.3636374,55.85508575,1.8,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,01:00.0
2270202246,02:00.0,-123.3636026,55.85649653,1.8,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,02:00.0
2270202304,01:00.0,-123.3670247,55.86025118,1.6,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,01:00.0
2270202320,00:00.0,-123.3442095,55.86919448,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,00:00.0
2270202347,02:00.0,-123.3523263,55.86730259,1.2,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,02:00.0
2270202356,30:00.0,-123.3368834,55.86835216,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,30:00.0
2270202459,02:00.0,-123.3136427,55.87948331,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,02:00.0
2270202520,02:00.0,-123.3308099,55.90392294,1.4,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car170,SC_car170,Mountain caribou in British Columbia,02:00.0
2270204107,02:00.0,-123.3218064,55.89056791,1.4,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,02:00.0
2270204204,03:00.0,-123.1560611,55.69378881,1.8,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,03:00.0
2270204274,01:00.0,-123.3413307,55.88713692,2.6,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,01:00.0
2270204318,02:00.0,-123.4189072,55.77770832,4.4,GPS-2D,Scott,Summer,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,02:00.0
2270204349,02:00.0,-123.4235744,55.7758683,2.2,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,02:00.0
2270204387,01:00.0,-123.3663247,55.85886954,1.2,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,01:00.0
2270204404,01:00.0,-123.3668334,55.86029668,1.6,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,01:00.0
2270204454,01:00.0,-123.3903085,55.8624618,1.8,GPS-2D,Scott,Winter,gps,Rangifer tarandus,car171,SC_car171,Mountain caribou in British Columbia,01:00.0
2269721549,03:10.0,-122.2662793,55.49670396,2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721801,04:02.0,-122.1941307,55.26606969,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,04:02.0
2269721835,03:11.0,-122.4038618,55.3932231,2.6,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:11.0
2269721929,03:35.0,-122.2047882,55.30292949,2.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:35.0
2269721982,03:10.0,-122.1980213,55.36972485,1.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:10.0
2269721999,03:41.0,-122.1981613,55.36982462,5.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car032,BP_car032,Mountain caribou in British Columbia,03:41.0
2269722075,05:21.0,-122.3923251,55.47988527,2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,05:21.0
2269722094,05:33.0,-122.3559528,55.50014137,2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,05:33.0
2269722156,07:02.0,-122.2585419,55.46164529,2.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car043,BP_car043,Mountain caribou in British Columbia,07:02.0
2269722363,03:37.0,-122.3120929,55.43207504,2.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269722392,03:51.0,-122.3420853,55.43963005,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:51.0
2269722477,03:19.0,-122.3703349,55.46868464,2.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:19.0
2269722610,03:52.0,-122.3784371,55.47359461,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:52.0
2269722611,03:16.0,-122.379121,55.47024005,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:16.0
2269722727,03:18.0,-122.4365761,55.44201467,2.4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:18.0
2269722976,03:15.0,-122.242969,55.48003688,3.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:15.0
2269722978,03:37.0,-122.2532156,55.48473028,3,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269722981,03:24.0,-122.2502454,55.49755847,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:24.0
2269722982,03:19.0,-122.2653231,55.50512974,2.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:19.0
2269722985,03:37.0,-122.2615632,55.52955154,5.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269722988,03:16.0,-122.2631779,55.50368,3.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:16.0
2269722990,03:38.0,-122.229717,55.46456658,2.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:38.0
2269722992,03:51.0,-122.2282643,55.47497312,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:51.0
2269723003,03:21.0,-122.1880319,55.43850984,2.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:21.0
2269723014,03:38.0,-122.2006345,55.43277702,1.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:38.0
2269723015,03:37.0,-122.1928074,55.45219129,2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269723016,03:13.0,-122.2063879,55.44510203,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:13.0
2269723028,03:21.0,-122.2857211,55.40401506,2.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:21.0
2269723088,03:25.0,-122.3260313,55.4387663,3.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:25.0
2269723094,03:36.0,-122.3503038,55.44554539,2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:36.0
2269723124,03:22.0,-122.2928164,55.43134152,4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:22.0
2269723126,03:37.0,-122.2952079,55.41277489,1.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269723133,03:23.0,-122.268164,55.43661513,2.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:23.0
2269723214,03:19.0,-122.2738477,55.39199814,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:19.0
2269723278,03:38.0,-122.1434838,55.27046699,3.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:38.0
2269723370,03:36.0,-122.2203537,55.2588568,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:36.0
2269723395,03:38.0,-122.180719,55.3429651,2.4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:38.0
2269723432,03:48.0,-122.1854439,55.3420019,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:48.0
2269723531,03:51.0,-122.4173932,55.37197796,2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:51.0
2269723563,03:37.0,-122.4510019,55.3826597,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car100,BP_car100,Mountain caribou in British Columbia,03:37.0
2269723870,03:04.0,-122.3659383,55.46478632,3.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269723937,03:04.0,-122.3657164,55.46531354,2.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269723952,03:04.0,-122.3745201,55.47209199,3.6,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724134,03:03.0,-122.4365994,55.44204623,4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724172,03:03.0,-122.3176268,55.41991469,2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724235,03:36.0,-122.446314,55.4255969,4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:36.0
2269724239,03:36.0,-122.4682622,55.42033684,3,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:36.0
2269724249,03:19.0,-122.4447329,55.41519479,2.4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:19.0
2269724323,03:35.0,-122.4508605,55.36495303,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:35.0
2269724324,03:36.0,-122.4579612,55.37778709,3.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:36.0
2269724353,03:08.0,-122.4970001,55.45610182,2.6,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:08.0
2269724457,03:28.0,-122.4881265,55.45898634,2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:28.0
2269724709,03:04.0,-122.2325518,55.45118711,2.2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724743,03:04.0,-122.3107255,55.42285038,2.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724837,03:04.0,-122.2959178,55.41318155,2.8,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724890,03:04.0,-122.3034113,55.41812184,1.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269724907,03:03.0,-122.2992069,55.41065828,5.4,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269724983,03:34.0,-122.3335273,55.43721863,2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:34.0
2269725002,03:04.0,-122.3100395,55.4230469,2,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
2269725064,03:05.0,-122.2742124,55.39269044,2.6,GPS-3D,Burnt Pine,Winter,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:05.0
2269725271,03:03.0,-122.3313146,55.43534646,2.4,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:03.0
2269725300,03:04.0,-122.2883411,55.39399199,2.2,GPS-3D,Burnt Pine,Summer,gps,Rangifer tarandus,car101,BP_car101,Mountain caribou in British Columbia,03:04.0
